"","ADED","zipcode"
"710.2",31001,"11420"
"711",31002,"11417"
"711.1",31002,"11419"
"711.2",31002,"11420"
"712",31003,"11419"
"712.1",31003,"11420"
"713",31004,"11419"
"713.1",31004,"11420"
"714",31005,"11417"
"714.1",31005,"11419"
"714.2",31005,"11420"
"715",31009,"11419"
"715.1",31009,"11420"
"716",31010,"11419"
"716.1",31010,"11420"
"717",31011,"11419"
"717.1",31011,"11420"
"718",31012,"11420"
"719",31013,"11420"
"720",31014,"11420"
"721",31015,"11420"
"721.1",31015,"11436"
"722",31016,"11420"
"722.1",31016,"11436"
"723",31017,"11434"
"723.1",31017,"11436"
"724",31018,"11420"
"724.1",31018,"11436"
"725",31021,"11692"
"726",31022,"11420"
"727",31023,"11420"
"728",31019,"11413"
"728.1",31019,"11420"
"728.2",31019,"11430"
"728.3",31019,"11434"
"728.4",31019,"11436"
"729",31020,"11420"
"729.1",31020,"11430"
"730",31024,"11420"
"731",31025,"11420"
"732",31026,"11420"
"733",31027,"11420"
"734",31028,"11420"
"735",31029,"11413"
"736",31030,"11693"
"737",31031,"11693"
"738",31032,"11693"
"739",31033,"11430"
"739.1",31033,"11434"
"740",31034,"11434"
"741",31035,"11413"
"741.1",31035,"11430"
"741.2",31035,"11434"
"742",35017,"11368"
"742.1",35017,"11374"
"743",31036,"11413"
"743.1",31036,"11434"
"744",31037,"11413"
"744.1",31037,"11430"
"744.2",31037,"11434"
"745",31038,"11413"
"746",31039,"11692"
"746.1",31039,"11693"
"747",35018,"11368"
"748",31040,"11413"
"749",31041,"11413"
"750",31042,"11413"
"750.1",31042,"11422"
"750.2",31042,"11430"
"751",31043,"11413"
"751.1",31043,"11422"
"752",31044,"11413"
"752.1",31044,"11422"
"753",31045,"11692"
"754",31046,"11413"
"754.1",31046,"11581"
"754.2",31046,"11422"
"754.3",31046,"11430"
"754.4",31046,"11559"
"755",31047,"11413"
"755.1",31047,"11422"
"756",31048,"11692"
"756.1",31048,"11693"
"757",31050,"11096"
"757.1",31050,"11691"
"758",32051,"11436"
"759",31049,"11692"
"760",31051,"11691"
"761",31052,"11691"
"762",31053,"11691"
"763",31054,"11691"
"764",31059,"11691"
"765",43047,"11213"
"765.1",43047,"11216"
"766",31055,"11096"
"766.1",31055,"11691"
"767",31056,"11691"
"768",31060,"11691"
"768.1",31060,"11692"
"769",31061,"11691"
"769.1",31061,"11692"
"770",31062,"11691"
"770.1",31062,"11692"
"771",31063,"11691"
"771.1",31063,"11692"
"772",43048,"11213"
"773",31057,"11692"
"774",31064,"11692"
"775",31065,"11420"
"775.1",31065,"11430"
"776",31066,"11414"
"776.1",31066,"11417"
"776.2",31066,"11420"
"776.3",31066,"11430"
"777",31067,"11096"
"777.1",31067,"11430"
"778",31073,"11096"
"778.1",31073,"11691"
"778.2",31073,"11559"
"779",31058,"11691"
"780",31068,"11430"
"781",31069,"11430"
"782",31074,"11413"
"782.1",31074,"11422"
"783",31076,"11414"
"783.1",31076,"11430"
"784",31077,"11420"
"785",31078,"11420"
"786",31079,"11691"
"787",31080,"11417"
"787.1",31080,"11419"
"788",31081,"11420"
"789",31082,"11419"
"789.1",31082,"11420"
"790",31083,"11413"
"790.1",31083,"11422"
"791",31084,"11413"
"792",31085,"11691"
"793",31086,"11692"
"794",32001,"11432"
"795",32002,"11432"
"796",32003,"11432"
"796.1",32003,"11433"
"797",32004,"11432"
"797.1",32004,"11435"
"798",32005,"11432"
"798.1",32005,"11435"
"799",32006,"11432"
"799.1",32006,"11435"
"800",32007,"11432"
"800.1",32007,"11435"
"801",32008,"11432"
"801.1",32008,"11435"
"802",32009,"11435"
"803",32010,"11435"
"804",32011,"11435"
"805",32012,"11435"
"806",32013,"11433"
"806.1",32013,"11435"
"807",32014,"11432"
"807.1",32014,"11433"
"807.2",32014,"11435"
"807.3",32014,"11451"
"808",32015,"11433"
"808.1",32015,"11451"
"809",32016,"11433"
"809.1",32016,"11451"
"810",32017,"11433"
"810.1",32017,"11435"
"811",32018,"11418"
"811.1",32018,"11419"
"811.2",32018,"11435"
"812",32019,"11418"
"812.1",32019,"11419"
"813",32020,"11419"
"814",32021,"11419"
"814.1",32021,"11435"
"815",32022,"11435"
"816",32023,"11433"
"816.1",32023,"11435"
"817",32024,"11435"
"818",32025,"11433"
"818.1",32025,"11435"
"819",32064,"11434"
"820",32026,"11433"
"821",32027,"11433"
"821.1",32027,"11434"
"822",32028,"11433"
"822.1",32028,"11435"
"822.2",32028,"11436"
"823",32029,"11435"
"823.1",32029,"11436"
"824",32030,"11435"
"824.1",32030,"11436"
"825",32031,"11419"
"825.1",32031,"11420"
"825.2",32031,"11435"
"826",32032,"11419"
"826.1",32032,"11420"
"826.2",32032,"11435"
"827",32033,"11420"
"827.1",32033,"11435"
"827.2",32033,"11436"
"828",32034,"11435"
"828.1",32034,"11436"
"829",32035,"11434"
"829.1",32035,"11435"
"829.2",32035,"11436"
"830",32036,"11434"
"831",32037,"11433"
"831.1",32037,"11434"
"832",32050,"11434"
"832.1",32050,"11436"
"833",32038,"11434"
"833.1",32038,"11436"
"834",32039,"11434"
"834.1",32039,"11436"
"835",32040,"11433"
"836",32041,"11433"
"836.1",32041,"11434"
"837",32042,"11433"
"837.1",32042,"11434"
"838",32043,"11433"
"838.1",32043,"11434"
"839",32044,"11434"
"840",32045,"11434"
"841",32046,"11434"
"842",32047,"11434"
"843",32048,"11434"
"844",32049,"11434"
"844.1",32049,"11436"
"845",32052,"11436"
"846",32053,"11436"
"847",32054,"11434"
"847.1",32054,"11436"
"848",32055,"11434"
"848.1",32055,"11436"
"849",32056,"11434"
"850",32057,"11434"
"851",32058,"11434"
"852",32059,"11434"
"853",32060,"11413"
"853.1",32060,"11434"
"854",32061,"11413"
"854.1",32061,"11434"
"855",32062,"11413"
"855.1",32062,"11434"
"856",32063,"11434"
"857",32065,"11434"
"858",32066,"11434"
"859",32067,"11434"
"860",32068,"11434"
"861",32069,"11434"
"862",32070,"11434"
"863",32071,"11434"
"864",32072,"11434"
"865",32073,"11413"
"865.1",32073,"11434"
"866",32074,"11413"
"866.1",32074,"11434"
"867",32075,"11434"
"868",32076,"11434"
"869",32077,"11433"
"870",32078,"11434"
"871",32079,"11433"
"872",32080,"11432"
"872.1",32080,"11435"
"873",32081,"11433"
"873.1",32081,"11435"
"874",32082,"11435"
"875",32083,"11433"
"875.1",32083,"11434"
"875.2",32083,"11435"
"875.3",32083,"11436"
"876",32084,"11434"
"877",33001,"11001"
"877.1",33001,"11004"
"877.2",33001,"11040"
"878",33002,"11001"
"878.1",33002,"11004"
"878.2",33002,"11040"
"879",33003,"11001"
"879.1",33003,"11004"
"879.2",33003,"11426"
"880",33004,"11426"
"881",33005,"11001"
"881.1",33005,"11426"
"882",33006,"11001"
"882.1",33006,"11426"
"883",33007,"11001"
"883.1",33007,"11426"
"884",33008,"11426"
"885",33009,"11001"
"885.1",33009,"11426"
"886",33010,"11426"
"886.1",33010,"11427"
"886.2",33010,"11428"
"887",33011,"11426"
"888",33012,"11426"
"888.1",33012,"11427"
"888.2",33012,"11428"
"889",33013,"11426"
"889.1",33013,"11427"
"889.2",33013,"11428"
"890",33014,"11001"
"890.1",33014,"11426"
"890.2",33014,"11428"
"890.3",33014,"11429"
"891",33015,"11426"
"891.1",33015,"11428"
"892",33016,"11428"
"892.1",33016,"11429"
"893",35019,"11368"
"894",33017,"11428"
"894.1",33017,"11429"
"895",33018,"11427"
"895.1",33018,"11428"
"896",33019,"11427"
"896.1",33019,"11428"
"897",33020,"11427"
"897.1",33020,"11428"
"898",33021,"11428"
"899",33022,"11428"
"900",33023,"11428"
"901",33024,"11423"
"901.1",33024,"11428"
"902",33025,"11427"
"902.1",33025,"11428"
"903",33026,"11427"
"903.1",33026,"11428"
"904",33027,"11427"
"904.1",33027,"11428"
"905",33028,"11423"
"905.1",33028,"11427"
"905.2",33028,"11428"
"906",33029,"11412"
"906.1",33029,"11423"
"907",36021,"11102"
"907.1",36021,"11103"
"908",33030,"11412"
"908.1",33030,"11423"
"909",33031,"11412"
"909.1",33031,"11423"
"910",33032,"11412"
"910.1",33032,"11423"
"911",33033,"11412"
"912",33034,"11412"
"912.1",33034,"11434"
"913",33035,"11412"
"914",33036,"11412"
"915",33037,"11412"
"916",33038,"11412"
"917",33039,"11412"
"918",33040,"11412"
"918.1",33040,"11423"
"919",33041,"11412"
"919.1",33041,"11423"
"919.2",33041,"11428"
"919.3",33041,"11429"
"920",33053,"11429"
"921",33042,"11412"
"921.1",33042,"11423"
"921.2",33042,"11428"
"921.3",33042,"11429"
"922",33043,"11428"
"922.1",33043,"11429"
"923",33044,"11412"
"923.1",33044,"11429"
"924",33045,"11412"
"924.1",33045,"11429"
"925",33046,"11411"
"925.1",33046,"11412"
"925.2",33046,"11429"
"926",33047,"11411"
"926.1",33047,"11429"
"927",33048,"11429"
"928",33049,"11428"
"928.1",33049,"11429"
"929",33050,"11003"
"929.1",33050,"11428"
"929.2",33050,"11429"
"930",33051,"11003"
"930.1",33051,"11429"
"931",33052,"11429"
"932",33054,"11411"
"932.1",33054,"11003"
"932.2",33054,"11429"
"933",33055,"11411"
"933.1",33055,"11429"
"934",33056,"11411"
"934.1",33056,"11003"
"934.2",33056,"11429"
"935",33057,"11411"
"935.1",33057,"11429"
"936",33058,"11411"
"936.1",33058,"11429"
"937",33059,"11411"
"937.1",33059,"11412"
"937.2",33059,"11429"
"938",33060,"11412"
"939",33061,"11412"
"940",33062,"11411"
"940.1",33062,"11412"
"940.2",33062,"11413"
"941",33063,"11411"
"941.1",33063,"11413"
"942",33064,"11411"
"943",33065,"11411"
"944",33066,"11411"
"944.1",33066,"11003"
"944.2",33066,"11429"
"945",34021,"11369"
"945.1",34021,"11372"
"946",33067,"11411"
"947",33068,"11411"
"947.1",33068,"11413"
"948",33069,"11411"
"948.1",33069,"11003"
"949",33070,"11411"
"949.1",33070,"11413"
"949.2",33070,"11003"
"949.3",33070,"11580"
"949.4",33070,"11422"
"950",33071,"11411"
"950.1",33071,"11413"
"951",33072,"11412"
"951.1",33072,"11423"
"952",33073,"11429"
"953",33074,"11428"
"954",33075,"11001"
"954.1",33075,"11004"
"955",33076,"11427"
"955.1",33076,"11428"
"956",33077,"11412"
"957",33078,"11411"
"957.1",33078,"11412"
"958",33079,"11429"
"959",34001,"11368"
"960",41012,"11229"
"960.1",41012,"11210"
"961",34002,"11368"
"961.1",34002,"11372"
"961.2",34002,"11373"
"962",34003,"11368"
"962.1",34003,"11372"
"962.2",34003,"11373"
"963",34004,"11368"
"963.1",34004,"11369"
"963.2",34004,"11372"
"964",34005,"11368"
"964.1",34005,"11372"
"965",34006,"11372"
"966",34007,"11372"
"966.1",34007,"11373"
"967",34008,"11372"
"968",34009,"11372"
"968.1",34009,"11373"
"969",34010,"11369"
"969.1",34010,"11370"
"970",34011,"11369"
"971",34012,"11369"
"971.1",34012,"11372"
"972",34013,"11372"
"973",34014,"11372"
"974",34015,"11372"
"975",34016,"11372"
"976",34017,"11369"
"976.1",34017,"11372"
"977",34018,"11369"
"977.1",34018,"11372"
"978",34019,"11369"
"978.1",34019,"11372"
"979",34020,"11369"
"979.1",34020,"11372"
"980",43049,"11213"
"980.1",43049,"11216"
"981",34025,"11370"
"981.1",34025,"11372"
"982",34026,"11372"
"983",34027,"11370"
"983.1",34027,"11372"
"984",34028,"11372"
"985",34029,"11370"
"985.1",34029,"11372"
"985.2",34029,"11377"
"986",34030,"11372"
"987",34031,"11372"
"988",34032,"11372"
"989",34033,"11372"
"989.1",34033,"11377"
"990",34034,"11373"
"991",34035,"11370"
"991.1",34035,"11372"
"992",34036,"11370"
"992.1",34036,"11372"
"993",34037,"11370"
"993.1",34037,"11372"
"993.2",34037,"11377"
"994",34038,"11370"
"994.1",34038,"11372"
"994.2",34038,"11377"
"995",34039,"11370"
"996",34040,"11370"
"997",34041,"11370"
"998",35033,"11373"
"999",34042,"11370"
"999.1",34042,"11377"
"1000",34043,"11377"
"1001",34044,"11377"
"1002",34045,"11372"
"1002.1",34045,"11377"
"1003",34046,"11372"
"1003.1",34046,"11377"
"1004",34047,"11377"
"1005",34048,"11377"
"1006",34049,"11377"
"1007",34050,"11377"
"1008",34051,"11377"
"1009",34052,"11377"
"1010",34053,"11377"
"1011",34054,"11377"
"1012",34055,"11377"
"1013",44007,"11218"
"1014",34059,"11373"
"1014.1",34059,"11377"
"1015",34060,"11373"
"1015.1",34060,"11377"
"1016",34061,"11373"
"1016.1",34061,"11377"
"1017",34062,"11373"
"1017.1",34062,"11377"
"1017.2",34062,"11378"
"1018",34063,"11372"
"1019",34064,"11372"
"1020",34065,"11372"
"1021",34066,"11372"
"1021.1",34066,"11373"
"1022",34067,"11369"
"1022.1",34067,"11370"
"1022.2",34067,"11372"
"1023",34068,"11372"
"1024",34069,"11370"
"1024.1",34069,"11372"
"1025",34070,"11377"
"1026",34071,"11377"
"1027",34072,"11369"
"1027.1",34072,"11372"
"1028",34073,"11369"
"1028.1",34073,"11370"
"1029",35001,"11373"
"1030",35044,"11368"
"1030.1",35044,"11369"
"1031",35002,"11373"
"1032",35003,"11373"
"1033",35004,"11373"
"1033.1",35004,"11374"
"1034",35005,"11373"
"1035",35006,"11373"
"1036",35007,"11373"
"1037",35008,"11373"
"1038",35009,"11368"
"1038.1",35009,"11373"
"1038.2",35009,"11374"
"1039",35010,"11368"
"1039.1",35010,"11373"
"1040",35011,"11368"
"1040.1",35011,"11373"
"1041",35012,"11368"
"1041.1",35012,"11373"
"1042",35013,"11368"
"1043",35014,"11368"
"1043.1",35014,"11373"
"1044",35015,"11368"
"1044.1",35015,"11373"
"1045",35016,"11368"
"1046",35020,"11368"
"1046.1",35020,"11369"
"1046.2",35020,"11371"
"1047",35021,"11368"
"1048",35022,"11368"
"1049",35023,"11374"
"1049.1",35023,"11375"
"1050",35024,"11374"
"1051",35025,"11368"
"1052",35026,"11374"
"1053",35027,"11374"
"1054",35028,"11368"
"1055",35029,"11368"
"1056",35030,"11374"
"1056.1",35030,"11375"
"1057",35031,"11368"
"1058",35032,"11368"
"1058.1",35032,"11375"
"1059",35034,"11368"
"1059.1",35034,"11375"
"1060",35035,"11368"
"1060.1",35035,"11369"
"1060.2",35035,"11375"
"1061",35036,"11373"
"1062",35037,"11368"
"1063",35038,"11368"
"1063.1",35038,"11369"
"1064",35039,"11368"
"1064.1",35039,"11369"
"1065",35040,"11368"
"1066",35041,"11368"
"1066.1",35041,"11369"
"1067",35042,"11368"
"1068",35043,"11368"
"1068.1",35043,"11369"
"1068.2",35043,"11372"
"1069",36018,"11102"
"1069.1",36018,"11103"
"1070",35045,"11368"
"1070.1",35045,"11369"
"1071",35046,"11369"
"1072",35047,"11369"
"1073",35048,"11369"
"1074",35049,"11369"
"1074.1",35049,"11370"
"1075",35050,"11369"
"1075.1",35050,"11370"
"1076",35051,"11369"
"1076.1",35051,"11370"
"1076.2",35051,"11371"
"1077",35052,"11369"
"1078",35053,"11369"
"1079",35054,"11368"
"1080",35055,"11368"
"1080.1",35055,"11374"
"1080.2",35055,"11375"
"1081",35057,"11371"
"1082",35058,"11370"
"1082.1",35058,"11371"
"1083",35059,"11371"
"1084",35061,"11368"
"1085",35062,"11373"
"1085.1",35062,"11374"
"1086",35063,"11373"
"1087",35064,"11374"
"1088",35065,"11368"
"1089",35066,"11369"
"1090",36001,"11106"
"1091",36002,"11106"
"1092",36003,"11106"
"1093",36004,"11101"
"1093.1",36004,"11103"
"1093.2",36004,"11106"
"1094",36005,"11106"
"1095",36006,"11102"
"1095.1",36006,"11103"
"1095.2",36006,"11106"
"1096",36007,"11102"
"1096.1",36007,"11106"
"1097",36008,"11102"
"1097.1",36008,"11106"
"1098",36009,"11102"
"1098.1",36009,"11106"
"1099",36010,"11102"
"1099.1",36010,"11106"
"1100",36011,"11102"
"1101",36012,"11102"
"1102",36013,"11102"
"1103",36014,"11102"
"1103.1",36014,"11105"
"1104",36015,"11102"
"1105",36016,"11102"
"1106",36017,"11102"
"1106.1",36017,"11106"
"1107",36026,"11101"
"1107.1",36026,"11103"
"1108",36027,"11103"
"1109",36028,"11377"
"1109.1",36028,"11103"
"1110",36029,"11377"
"1110.1",36029,"11103"
"1111",36030,"11103"
"1112",36031,"11103"
"1113",36032,"11102"
"1113.1",36032,"11103"
"1113.2",36032,"11105"
"1114",36033,"11105"
"1115",36034,"11103"
"1115.1",36034,"11105"
"1116",36035,"11102"
"1116.1",36035,"11103"
"1116.2",36035,"11105"
"1117",36036,"11102"
"1117.1",36036,"11105"
"1118",36037,"11102"
"1118.1",36037,"11105"
"1119",36038,"11102"
"1119.1",36038,"11105"
"1120",36039,"11105"
"1121",36040,"11105"
"1122",36041,"11102"
"1122.1",36041,"11105"
"1123",44008,"11218"
"1124",36042,"11105"
"1125",36043,"11377"
"1126",36044,"11377"
"1127",36045,"11102"
"1128",36046,"11370"
"1128.1",36046,"11105"
"1129",36047,"11370"
"1130",36048,"11370"
"1130.1",36048,"11371"
"1131",36049,"11103"
"1131.1",36049,"11106"
"1132",36050,"11370"
"1132.1",36050,"11377"
"1132.2",36050,"11103"
"1132.3",36050,"11105"
"1133",36051,"11377"
"1133.1",36051,"11103"
"1133.2",36051,"11105"
"1134",36052,"11102"
"1135",36053,"11370"
"1135.1",36053,"11105"
"1136",36054,"11370"
"1136.1",36054,"11105"
"1137",36055,"11105"
"1138",36056,"11105"
"1139",36057,"11105"
"1140",36058,"11105"
"1141",36059,"11105"
"1142",36060,"11105"
"1143",36061,"11105"
"1144",36062,"11105"
"1145",36063,"11105"
"1146",36064,"11101"
"1146.1",36064,"11103"
"1146.2",36064,"11106"
"1147",36065,"11106"
"1148",36066,"11103"
"1148.1",36066,"11105"
"1149",36067,"11105"
"1150",36068,"11377"
"1150.1",36068,"11103"
"1151",36069,"11369"
"1151.1",36069,"11370"
"1151.2",36069,"11371"
"1152",36070,"11377"
"1153",37032,"11101"
"1153.1",37032,"11104"
"1154",36071,"11105"
"1155",36072,"11102"
"1155.1",36072,"11106"
"1156",36073,"11102"
"1156.1",36073,"11103"
"1157",36074,"11102"
"1158",36075,"11106"
"1159",36076,"11106"
"1160",36077,"11102"
"1160.1",36077,"11106"
"1161",36078,"11106"
"1162",36079,"11105"
"1163",36080,"11102"
"1163.1",36080,"11103"
"1163.2",36080,"11105"
"1164",36081,"11105"
"1165",36082,"11105"
"1166",36083,"11370"
"1167",37001,"11102"
"1168",37002,"11102"
"1169",37033,"11377"
"1169.1",37033,"11104"
"1170",44072,"11215"
"1171",37003,"11102"
"1172",37004,"11102"
"1172.1",37004,"11106"
"1173",37005,"11102"
"1173.1",37005,"11106"
"1174",37006,"11101"
"1174.1",37006,"11106"
"1175",37007,"11106"
"1176",37008,"11106"
"1177",37009,"11106"
"1178",37010,"11106"
"1179",37011,"11101"
"1180",37012,"11101"
"1181",37013,"11101"
"1182",37014,"11101"
"1183",37015,"11101"
"1184",37016,"11101"
"1185",37017,"11101"
"1186",37018,"11101"
"1187",37019,"11101"
"1187.1",37019,"11109"
"1188",37020,"11101"
"1188.1",37020,"11109"
"1189",37034,"11377"
"1189.1",37034,"11104"
"1190",37035,"11377"
"1191",37036,"11377"
"1191.1",37036,"11104"
"1192",37037,"11377"
"1192.1",37037,"11104"
"1193",37038,"11101"
"1193.1",37038,"11104"
"1194",37021,"11101"
"1194.1",37021,"11109"
"1195",37022,"11101"
"1195.1",37022,"11109"
"1196",37025,"11377"
"1196.1",37025,"11378"
"1196.2",37025,"11101"
"1196.3",37025,"11104"
"1197",37026,"11377"
"1197.1",37026,"11378"
"1198",37027,"11101"
"1198.1",37027,"11104"
"1199",37023,"11101"
"1199.1",37023,"11109"
"1200",37024,"11101"
"1201",37028,"11104"
"1202",37029,"11377"
"1202.1",37029,"11104"
"1203",37030,"11104"
"1204",37031,"11104"
"1205",37039,"11101"
"1205.1",37039,"11104"
"1206",37040,"11378"
"1207",37041,"11237"
"1207.1",37041,"11378"
"1207.2",37041,"11385"
"1208",37042,"11378"
"1208.1",37042,"11385"
"1209",37043,"11378"
"1210",37044,"11378"
"1211",37045,"11385"
"1212",37046,"11385"
"1213",37047,"11385"
"1214",37048,"11385"
"1215",37049,"11385"
"1216",37050,"11385"
"1217",37051,"11385"
"1218",37054,"11385"
"1219",37055,"11385"
"1220",37056,"11385"
"1221",37057,"11385"
"1222",37058,"11385"
"1223",37059,"11237"
"1223.1",37059,"11385"
"1224",37060,"11378"
"1224.1",37060,"11385"
"1225",37061,"11385"
"1226",37062,"11378"
"1226.1",37062,"11385"
"1227",37063,"11101"
"1227.1",37063,"11104"
"1228",37064,"11377"
"1228.1",37064,"11104"
"1229",37065,"11377"
"1229.1",37065,"11101"
"1229.2",37065,"11104"
"1230",37066,"11378"
"1231",37067,"11385"
"1232",37068,"11385"
"1233",37069,"11378"
"1234",37070,"11101"
"1235",37073,"11106"
"1236",37074,"11101"
"1236.1",37074,"11109"
"1237",37075,"11101"
"1237.1",37075,"11109"
"1238",37076,"11101"
"1238.1",37076,"11106"
"1239",37077,"11377"
"1240",37078,"11101"
"1240.1",37078,"11109"
"1241",37079,"11101"
"1242",37080,"11101"
"1243",37081,"11101"
"1244",37082,"11377"
"1244.1",37082,"11104"
"1245",37083,"11377"
